RedField(Td)          PowerField(eVm^3s^-1) PwrElaGain(eVm^3s^-1) PwrElaLoss(eVm^3s^-1) PwrElaNet(eVm^3s^-1)  PwrCARGain(eVm^3s^-1) PwrCARLoss(eVm^3s^-1) PwrCARNet(eVm^3s^-1)  PwrEleGain(eVm^3s^-1) PwrEleLoss(eVm^3s^-1) PwrEleNet(eVm^3s^-1)  PwrVibGain(eVm^3s^-1) PwrVibLoss(eVm^3s^-1) PwrVibNet(eVm^3s^-1)  PwrRotGain(eVm^3s^-1) PwrRotLoss(eVm^3s^-1) PwrRotNet(eVm^3s^-1)  PwrIon(eVm^3s^-1)     PwrAtt(eVm^3s^-1)     PwrGroth(eVm^3s^-1)   PwrBalance(eVm^3s^-1) RelPwrBalance         
+3.57360224606579e-03 +2.26029169060873e-23 +9.59981122731671e-20 -6.10724642225477e-20 +3.49256480506194e-20 +8.60506674692702e-21 -5.68838038120863e-21 +2.91668636571839e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56428856874525e-23 -4.71767888289480e-20 -4.71111459432605e-20 +1.25818047326935e-19 -1.16571838716903e-19 +9.24620861003177e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.50944759391350e-32 6.54831048736131e-12%
+3.67392478180207e-03 +2.38898044883330e-23 +9.59981093473834e-20 -6.10725713500324e-20 +3.49255379973511e-20 +8.60506115106203e-21 -5.68838524333784e-21 +2.91667590772419e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56429094503983e-23 -4.71779194237952e-20 -4.71122765143448e-20 +1.25818018113754e-19 -1.16571845308965e-19 +9.24617280478908e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +7.89631277198767e-33 3.42557288726521e-12%
+3.77706369453937e-03 +2.52499605107105e-23 +9.59981062550604e-20 -6.10726845737621e-20 +3.49254216812984e-20 +8.60505523681792e-21 -5.68839038214386e-21 +2.91666485467406e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56429345653485e-23 -4.71791143936329e-20 -4.71134714590676e-20 +1.25817987238208e-19 -1.16571852275610e-19 +9.24613496259764e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.32166942433574e-32 5.73362421770972e-12%
+3.88309804905961e-03 +2.66875564873640e-23 +9.59981029867209e-20 -6.10728042404772e-20 +3.49252987462438e-20 +8.60504898609246e-21 -5.68839581336237e-21 +2.91665317273009e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56429611091736e-23 -4.71803774042242e-20 -4.71147344431150e-20 +1.25817954605750e-19 -1.16571859638084e-19 +9.24609496766557e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.18203950336767e-32 5.12785509711772e-12%
+3.99210912974805e-03 +2.82070014366957e-23 +9.59980995323484e-20 -6.10729307166064e-20 +3.49251688157420e-20 +8.60504237975786e-21 -5.68840155362224e-21 +2.91664082613563e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56429891631012e-23 -4.71817123300936e-20 -4.71160693409305e-20 +1.25817920116467e-19 -1.16571867418823e-19 +9.24605269764423e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.79982065665294e-32 1.21459415884560e-11%
+4.10418050290471e-03 +2.98129554036762e-23 +9.59980958813575e-20 -6.10730643894179e-20 +3.49250314919396e-20 +8.60503539759677e-21 -5.68840762049820e-21 +2.91662777709857e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56430188129817e-23 -4.71831232664760e-20 -4.71174802476630e-20 +1.25817883664766e-19 -1.16571875641547e-19 +9.24600802321913e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -2.04630056591144e-33 8.87702539329572e-13%
+4.21939808080503e-03 +3.15103437520577e-23 +9.59980920225594e-20 -6.10732056681367e-20 +3.49248863544226e-20 +8.60502801825119e-21 -5.68841403256081e-21 +2.91661398569038e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56430501495168e-23 -4.71846145417797e-20 -4.71189714916302e-20 +1.25817845139065e-19 -1.16571884331283e-19 +9.24596080778212e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.70204058835222e-32 7.38354364022576e-12%
+4.33785018755899e-03 +3.33043722703189e-23 +9.59980879441303e-20 -6.10733549852711e-20 +3.49247329588592e-20 +8.60502021914478e-21 -5.68842080943740e-21 +2.91659940970739e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56430832685747e-23 -4.71861907310308e-20 -4.71205476477622e-20 +1.25817804421437e-19 -1.16571893514499e-19 +9.24591090693794e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.25907670114316e-32 5.46190120418826e-12%
+4.45962762681910e-03 +3.52005431376800e-23 +9.59980836335732e-20 -6.10735127978655e-20 +3.49245708357077e-20 +8.60501197642393e-21 -5.68842797186840e-21 +2.91658400455553e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56431182714512e-23 -4.71878566697818e-20 -4.71222135515103e-20 +1.25817761387265e-19 -1.16571903219140e-19 +9.24585816812543e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.59852185384141e-32 6.93436604568654e-12%
+4.58482375138910e-03 +3.72046717991521e-23 +9.59980790776812e-20 -6.10736795889245e-20 +3.49243994887567e-20 +8.60500326488095e-21 -5.68843554177210e-21 +2.91656772310885e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56431552651913e-23 -4.71896174690425e-20 -4.71239743137773e-20 +1.25817715904855e-19 -1.16571913474727e-19 +9.24580243012831e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.56722549224511e-32 6.79854548083431e-12%
+4.71353453478691e-03 +3.93229048013815e-23 +9.59980742624960e-20 -6.10738558688703e-20 +3.49242183936257e-20 +8.60499405787878e-21 -5.68844354231072e-21 +2.91655051556806e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56431943629093e-23 -4.71914785309474e-20 -4.71258353365845e-20 +1.25817667835039e-19 -1.16571924312444e-19 +9.24574352259474e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +5.39260384428426e-33 2.33926360121398e-12%
+4.84585864481650e-03 +4.15617386439922e-23 +9.59980691732659e-20 -6.10740421770889e-20 +3.49240269961771e-20 +8.60498432727169e-21 -5.68845199796046e-21 +2.91653232931123e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56432356841284e-23 -4.71934455653393e-20 -4.71278023296552e-20 +1.25817617030753e-19 -1.16571935765223e-19 +9.24568126552957e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +6.64445830813596e-33 2.88227976489291e-12%
+4.98189751920516e-03 +4.39280397042467e-23 +9.59980637944008e-20 -6.10742390835847e-20 +3.49238247108161e-20 +8.60497404331702e-21 -5.68846093458667e-21 +2.91651310873034e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56432793551507e-23 -4.71955246073253e-20 -4.71298813279702e-20 +1.25817563336588e-19 -1.16571947867855e-19 +9.24561546873293e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.34574354864058e-32 5.83760266209541e-12%
+5.12175544336424e-03 +4.64290652961378e-23 +9.59980581094242e-20 -6.10744471907068e-20 +3.49236109187174e-20 +8.60496317458680e-21 -5.68847037952211e-21 +2.91649279506468e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56433255094355e-23 -4.71977220358140e-20 -4.71320787103046e-20 +1.25817506588317e-19 -1.16571960657082e-19 +9.24554593123472e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +8.32964700947480e-33 3.61321869443507e-12%
+5.26553963033276e-03 +4.90724859285017e-23 +9.59980521009230e-20 -6.10746671349604e-20 +3.49233849659627e-20 +8.60495168787454e-21 -5.68848036164887e-21 +2.91647132622567e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56433742879961e-23 -4.72000445930984e-20 -4.71344012188104e-20 +1.25817446612403e-19 -1.16571974171701e-19 +9.24547244070117e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +7.63149740463442e-33 3.31033981860305e-12%
+5.41336030296538e-03 +5.18664088304231e-23 +9.59980457504949e-20 -6.10748995889617e-20 +3.49231461615332e-20 +8.60493954809183e-21 -5.68849091148730e-21 +2.91644863660452e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56434258398366e-23 -4.72024994055632e-20 -4.71368559797234e-20 +1.25817383225466e-19 -1.16571988452693e-19 +9.24539477277299e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.77426296126674e-32 7.69618846975742e-12%
+5.56533077842765e-03 +5.48194028160874e-23 +9.59980390386919e-20 -6.10751452634695e-20 +3.49228937752224e-20 +8.60492671816285e-21 -5.68850206128805e-21 +2.91642465687480e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56434803223992e-23 -4.72050940056219e-20 -4.71394505252995e-20 +1.25817316233731e-19 -1.16572003543335e-19 +9.24531269039534e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +9.10001898722969e-33 3.94724975501147e-12%
+5.72156755506325e-03 +5.79405245653492e-23 +9.59980319449605e-20 -6.10754049095218e-20 +3.49226270354387e-20 +8.60491315891604e-21 -5.68851384512866e-21 +2.91639931378738e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56435379020282e-23 -4.72078363548033e-20 -4.71421928169012e-20 +1.25817245432443e-19 -1.16572019489317e-19 +9.24522594312522e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.54074395550979e-32 6.68308636045859e-12%
+5.88219040169996e-03 +6.12393464006203e-23 +9.59980244475799e-20 -6.10756793207345e-20 +3.49223451268453e-20 +8.60489882896204e-21 -5.68852629901815e-21 +2.91637252994389e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56435987544851e-23 -4.72107348682761e-20 -4.71450912695216e-20 +1.25817170605242e-19 -1.16572036338890e-19 +9.24513426635264e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.08963398966015e-32 9.06380998102934e-12%
+6.04732244946265e-03 +6.47259856452792e-23 +9.59980165235955e-20 -6.10759693356928e-20 +3.49220471879027e-20 +8.60488368456975e-21 -5.68853946100528e-21 +2.91634422356447e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56436630654737e-23 -4.72137984406815e-20 -4.71481547776160e-20 +1.25817091523515e-19 -1.16572054143002e-19 +9.24503738051248e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +8.90742599279097e-33 3.86354891810140e-12%
+6.21709028616383e-03 +6.84111356536522e-23 +9.59980081487486e-20 -6.10762758404680e-20 +3.49217323082806e-20 +8.60486767953903e-21 -5.68855337129239e-21 +2.91631430824665e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56437310311866e-23 -4.72170364734614e-20 -4.71513927424302e-20 +1.25817007945704e-19 -1.16572072955433e-19 +9.24493499027132e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.20278237389290e-32 9.55430380795179e-12%
+6.39162405334401e-03 +7.23060986077382e-23 +9.59979992974033e-20 -6.10765997713304e-20 +3.49213995260730e-20 +8.60485076505540e-21 -5.68856807235875e-21 +2.91628269269664e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56438028589147e-23 -4.72204589038104e-20 -4.71548151009515e-20 +1.25816919616574e-19 -1.16572092832971e-19 +9.24482678360228e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.80945030637488e-32 1.21854532196393e-11%
+6.57105754603627e-03 +7.64228201812812e-23 +9.59979899424677e-20 -6.10769421175486e-20 +3.49210478249191e-20 +8.60483288954813e-21 -5.68858360908723e-21 +2.91624928046090e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56438787676543e-23 -4.72240762352064e-20 -4.71584323564388e-20 +1.25816826266444e-19 -1.16572113835562e-19 +9.24471243088179e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +4.30926825056644e-33 1.86903026621858e-12%
+6.75552831533165e-03 +8.07739261775139e-23 +9.59979800553121e-20 -6.10773039243616e-20 +3.49206761309505e-20 +8.60481399853685e-21 -5.68860002889878e-21 +2.91621396963807e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56439589887597e-23 -4.72278995696574e-20 -4.71622556106686e-20 +1.25816727610384e-19 -1.16572136026473e-19 +9.24459158391103e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +8.45001763099900e-33 3.66490282455122e-12%
+6.94517777382370e-03 +8.53727612529457e-23 +9.59979696056813e-20 -6.10776862961608e-20 +3.49202833095205e-20 +8.60479403446416e-21 -5.68861738189699e-21 +2.91617665256718e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56440437666496e-23 -4.72319406419434e-20 -4.71662965981768e-20 +1.25816623347345e-19 -1.16572159472493e-19 +9.24446387485147e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.52870689335737e-32 6.63010893077609e-12%
+7.14015130401340e-03 +9.02334298459870e-23 +9.59979585616033e-20 -6.10780903997961e-20 +3.49198681618072e-20 +8.60477293652611e-21 -5.68863572101765e-21 +2.91613721550845e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56441333595294e-23 -4.72362118556630e-20 -4.71705677223035e-20 +1.25816513159258e-19 -1.16572184244113e-19 +9.24432891514557e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.73148926725027e-33 1.61833992813861e-12%
+7.34059836975721e-03 +9.53708394359441e-23 +9.59979468892920e-20 -6.10785174680674e-20 +3.49194294212246e-20 +8.60475064049303e-21 -5.68865510218686e-21 +2.91609553830618e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56442280401540e-23 -4.72407263213799e-20 -4.71750820933397e-20 +1.25816396710088e-19 -1.16572210415712e-19 +9.24418629437622e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.27408090545830e-33 1.41993206408544e-12%
+7.54667263084389e-03 +1.00800746265080e-22 +9.59979345530441e-20 -6.10789688034459e-20 +3.49189657495983e-20 +8.60472707851514e-21 -5.68867558448974e-21 +2.91605149402539e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56443280966500e-23 -4.72454978969949e-20 -4.71798535688983e-20 +1.25816273644816e-19 -1.16572238065785e-19 +9.24403557903091e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.14018965070032e-32 9.28154962576090e-12%
+7.75853206078784e-03 +1.06539803663988e-22 +9.59979215151323e-20 -6.10794457819959e-20 +3.49184757331364e-20 +8.60470217891887e-21 -5.68869723034819e-21 +2.91600494857067e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56444338333785e-23 -4.72505412304225e-20 -4.71848967965892e-20 +1.25816143588374e-19 -1.16572267277168e-19 +9.24387631120621e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.19166915308960e-32 5.16789208438062e-12%
+7.97633906792928e-03 +1.12605613128532e-22 +9.59979077356878e-20 -6.10799498574223e-20 +3.49179578782655e-20 +8.60467586600500e-21 -5.68872010570348e-21 +2.91595576030152e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56445455718039e-23 -4.72558718045850e-20 -4.71902272590131e-20 +1.25816006144544e-19 -1.16572298137220e-19 +9.24370800732465e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +7.07779254562309e-33 3.06933631377641e-12%
+8.20026061993413e-03 +1.19016778304989e-22 +9.59978931725838e-20 -6.10804825655208e-20 +3.49174106070630e-20 +8.60464805980891e-21 -5.68874428021881e-21 +2.91590377959010e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56446636514946e-23 -4.72615059852234e-20 -4.71958613215719e-20 +1.25815860894747e-19 -1.16572330738135e-19 +9.24353015661223e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.56481807981463e-33 6.78576448896897e-13%
+8.43046837178897e-03 +1.25792962049055e-22 +9.59978777813038e-20 -6.10810455286753e-20 +3.49168322526285e-20 +8.60461867587811e-21 -5.68876982748196e-21 +2.91584884839615e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56447884310839e-23 -4.72674610711812e-20 -4.72018162827501e-20 +1.25815707396817e-19 -1.16572365177134e-19 +9.24334221968334e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +6.98149604840373e-33 3.02740856792872e-12%
+8.66713879738923e-03 +1.32954946733686e-22 +9.59978615148100e-20 -6.10816404607484e-20 +3.49162210540615e-20 +8.60458762501451e-21 -5.68879682522726e-21 +2.91579079978726e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56449202893532e-23 -4.72737553477724e-20 -4.72081104274831e-20 +1.25815545183674e-19 -1.16572401556767e-19 +9.24314362690752e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +6.88519955118437e-33 2.98556119751566e-12%
+8.91045332482151e-03 +1.40524697990817e-22 +9.59978443233988e-20 -6.10822691721525e-20 +3.49155751512462e-20 +8.60455481301717e-21 -5.68882535556476e-21 +2.91572945745241e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56450596263314e-23 -4.72804081430640e-20 -4.72147630834377e-20 +1.25815373761942e-19 -1.16572439985168e-19 +9.24293377677475e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.65296849839342e-32 1.15034391825956e-11%
+9.16059847544371e-03 +1.48525432082472e-22 +9.59978261545526e-20 -6.10829335752629e-20 +3.49148925792897e-20 +8.60452014040035e-21 -5.68885550522557e-21 +2.91566463517478e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56452068644847e-23 -4.72874398875335e-20 -4.72217946806690e-20 +1.25815192610479e-19 -1.16572480576370e-19 +9.24271203410963e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.24222481412977e-32 5.38618395789471e-12%
+9.41776600686952e-03 +1.56981687107958e-22 +9.59978069527792e-20 -6.10836356900242e-20 +3.49141712627550e-20 +8.60448350211271e-21 -5.68888736581481e-21 +2.91559613629790e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56453624499222e-23 -4.72948721768943e-20 -4.72292268144444e-20 +1.25815001178851e-19 -1.16572523450563e-19 +9.24247772828814e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +4.64630599083421e-33 2.01452810829950e-12%
+9.68215305996709e-03 +1.65919398265547e-22 +9.59977866594466e-20 -6.10843776500126e-20 +3.49134090094340e-20 +8.60444478721769e-21 -5.68892103408666e-21 +2.91552375313103e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56455268537368e-23 -4.73027278388877e-20 -4.72370823120339e-20 +1.25814798885683e-19 -1.16572568734466e-19 +9.24223015121690e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.35296578593203e-32 5.86591817054752e-12%
+9.95396230998423e-03 +1.75365977399580e-22 +9.59977652126049e-20 -6.10851617086840e-20 +3.49126035039209e-20 +8.60440387857928e-21 -5.68895661222644e-21 +2.91544726635284e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56457005733506e-23 -4.73110310035665e-20 -4.72453853029932e-20 +1.25814585116965e-19 -1.16572616561624e-19 +9.24196855534062e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.07759692750773e-32 9.00727066147627e-12%
+1.02334021219164e-02 +1.85350397076999e-22 +9.59977425468004e-20 -6.10859902460353e-20 +3.49117523007651e-20 +8.60436065251942e-21 -5.68899420815191e-21 +2.91536644436751e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56458841339657e-23 -4.73198071778210e-20 -4.72541612936871e-20 +1.25814359224237e-19 -1.16572667072760e-19 +9.24169215147625e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.20370621524202e-33 5.21836162760458e-13%
+1.05206867102362e-02 +1.95903279451240e-22 +9.59977185928782e-20 -6.10868657755762e-20 +3.49108528173020e-20 +8.60431497846382e-21 -5.68903393582825e-21 +2.91528104263557e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56460780900717e-23 -4.73290833240400e-20 -4.72634372459499e-20 +1.25814120522696e-19 -1.16572720416123e-19 +9.24140010657309e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.20370621524202e-32 5.21812987224701e-12%
+1.08160363031071e-02 +2.07056990186121e-22 +9.59976932777759e-20 -6.10877909517595e-20 +3.49099023260164e-20 +8.60426671855773e-21 -5.68907591560440e-21 +2.91519080295333e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56462830270700e-23 -4.73388879434708e-20 -4.72732416604437e-20 +1.25813868289179e-19 -1.16572776747894e-19 +9.24109154128488e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -3.00926553810506e-33 1.30447123564051e-12%
+1.11196773112070e-02 +2.18845737727887e-22 +9.59976665243028e-20 -6.10887685776821e-20 +3.49088979466207e-20 +8.60421572728009e-21 -5.68912027456038e-21 +2.91509545271970e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56464995629215e-23 -4.73492511641719e-20 -4.72836046646090e-20 +1.25813601760072e-19 -1.16572836232537e-19 +9.24076552753473e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -6.01853107621011e-33 2.60881304544028e-12%
+1.14318425012915e-02 +2.31305678229963e-22 +9.59976382509101e-20 -6.10898016133084e-20 +3.49078366376017e-20 +8.60416185102012e-21 -5.68916714687916e-21 +2.91499470414096e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56467283499369e-23 -4.73602048341581e-20 -4.72945581058081e-20 +1.25813320129074e-19 -1.16572899043229e-19 +9.24042108584411e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +8.64261062543772e-33 3.74605911456313e-12%
+1.17527711746295e-02 +2.44475026452337e-22 +9.59976083714466e-20 -6.10908931840754e-20 +3.49067151873712e-20 +8.60410492764137e-21 -5.68921667423521e-21 +2.91488825340616e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56469700766301e-23 -4.73717826198816e-20 -4.73061356498050e-20 +1.25813022544862e-19 -1.16572965362277e-19 +9.24005718258574e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.04240958239959e-32 4.51797691915928e-12%
+1.20827093504478e-02 +2.58394172975854e-22 +9.59975767949004e-20 -6.10920465899407e-20 +3.49055302049597e-20 +8.60404478602525e-21 -5.68926900620275e-21 +2.91477577982249e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.56472254696600e-23 -4.73840201103289e-20 -4.73183728848592e-20 +1.25812708108641e-19 -1.16573035381533e-19 +9.23967272710867e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +7.46297853450054e-33 3.23438988466027e-12%
