RedField(Td)          RedDiff((ms)^-1)      RedMob((msV)^-1)      DriftVelocity(ms^-1)  RedTow(m^2)           RedAtt(m^2)           RedDiffE(eV(ms)^-1)   RedMobE(eV(msV)^-1)   MeanE(eV)             CharE(eV)             EleTemp(eV)           
+4.04775696599732e+00 +5.13523044889680e+22 +1.81936847881454e+24 +7.36436143383749e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.33782904183991e+21 +1.32137539609165e+23 +4.26381813112925e-02 +2.82253458202310e-02 +2.84254542075283e-02 
+4.16139055331671e+00 +5.24842596874445e+22 +1.82235536303444e+24 +7.58353239251755e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.47894052095034e+21 +1.35207087574553e+23 +4.35156801339195e-02 +2.88002333420041e-02 +2.90104534226130e-02 
+4.27821420176762e+00 +5.32752803051473e+22 +1.82485910060175e+24 +7.80713812041930e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.59501897427345e+21 +1.37395451369795e+23 +4.41063463959269e-02 +2.91941883554624e-02 +2.94042309306179e-02 
+4.39831746665022e+00 +5.36033325699098e+22 +1.82643644763154e+24 +8.03324732934437e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.67242238312210e+21 +1.38379898570711e+23 +4.43173159642172e-02 +2.93485889637282e-02 +2.95448773094781e-02 
+4.52179241737070e+00 +5.45898466916610e+22 +1.82941478005928e+24 +8.27223388069794e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.81627982498071e+21 +1.41106193596613e+23 +4.50554361753923e-02 +2.98400599397651e-02 +3.00369574502615e-02 
+4.64873370802026e+00 +5.57651695847521e+22 +1.83298623228092e+24 +8.52106488434137e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.98609085029022e+21 +1.44359020615902e+23 +4.59361469804713e-02 +3.04231251728276e-02 +3.06240979869809e-02 
+4.77923864993560e+00 +5.63587045457142e+22 +1.83531782968415e+24 +8.77142190654243e+03 +0.00000000000000e+00 +0.00000000000000e+00 +4.10373454478341e+21 +1.46079788622448e+23 +4.63413382810585e-02 +3.07078717561487e-02 +3.08942255207057e-02 
+4.91340728629636e+00 +5.73361338575579e+22 +1.83869139395659e+24 +9.03423969231671e+03 +0.00000000000000e+00 +0.00000000000000e+00 +4.26727441994467e+21 +1.48840182061895e+23 +4.70459059335882e-02 +3.11831197154729e-02 +3.13639372890588e-02 
+5.05134246881676e+00 +5.89519017257855e+22 +1.84366555203070e+24 +9.31298610126718e+03 +0.00000000000000e+00 +0.00000000000000e+00 +4.50860460583450e+21 +1.53335174584957e+23 +4.82459855378611e-02 +3.19753773458820e-02 +3.21639903585741e-02 
+5.19314993659021e+00 +5.98502818219926e+22 +1.84697600098829e+24 +9.59162330241598e+03 +0.00000000000000e+00 +0.00000000000000e+00 +4.68119732003006e+21 +1.55929342769590e+23 +4.88650769323464e-02 +3.24044718447709e-02 +3.25767179548976e-02 
+5.33893839714735e+00 +6.10112418178242e+22 +1.85115491941693e+24 +9.88320207834327e+03 +0.00000000000000e+00 +0.00000000000000e+00 +4.89262295757562e+21 +1.59252216616828e+23 +4.96791109235877e-02 +3.29584742896836e-02 +3.31194072823918e-02 
+5.48881960978967e+00 +6.21100602287481e+22 +1.85517158951178e+24 +1.01827022000369e+04 +0.00000000000000e+00 +0.00000000000000e+00 +5.10711645064842e+21 +1.62432444344072e+23 +5.04313203331657e-02 +3.34794153704636e-02 +3.36208802221105e-02 
+5.64290847126254e+00 +6.34114152918598e+22 +1.85996006453914e+24 +1.04955844043979e+04 +0.00000000000000e+00 +0.00000000000000e+00 +5.35780265816828e+21 +1.66189453358577e+23 +5.13260194688247e-02 +3.40928907565399e-02 +3.42173463125498e-02 
+5.80132310383338e+00 +6.47703522979329e+22 +1.86497455483950e+24 +1.08193199730518e+04 +0.00000000000000e+00 +0.00000000000000e+00 +5.62934668353874e+21 +1.70136615714019e+23 +5.22473294339159e-02 +3.47298852576071e-02 +3.48315529559439e-02 
+5.96418494584246e+00 +6.62379393985356e+22 +1.87048391700619e+24 +1.11559120192487e+04 +0.00000000000000e+00 +0.00000000000000e+00 +5.92988755954046e+21 +1.74410990836573e+23 +5.32339219042138e-02 +3.54121940297424e-02 +3.54892812694759e-02 
+6.13161884479578e+00 +6.77991078848492e+22 +1.87639542421835e+24 +1.15053415434258e+04 +0.00000000000000e+00 +0.00000000000000e+00 +6.26013718106502e+21 +1.78977795742976e+23 +5.42706428255330e-02 +3.61326333510391e-02 +3.61804285503554e-02 
+6.30375315307128e+00 +6.95755396206268e+22 +1.88302105934777e+24 +1.18700999401631e+04 +0.00000000000000e+00 +0.00000000000000e+00 +6.64023586199115e+21 +1.84173782678890e+23 +5.54440146263008e-02 +3.69488908662158e-02 +3.69626764175339e-02 
+6.48071982631197e+00 +7.13522589806923e+22 +1.88984894338157e+24 +1.22475815161077e+04 +0.00000000000000e+00 +0.00000000000000e+00 +7.04342926980225e+21 +1.89416020984956e+23 +5.65923130801585e-02 +3.77555355577887e-02 +3.77282087201057e-02 
+6.66265452458115e+00 +7.35637095652508e+22 +1.89808987155609e+24 +1.26463170707848e+04 +0.00000000000000e+00 +0.00000000000000e+00 +7.53993677010646e+21 +1.95914931576486e+23 +5.80297301971924e-02 +3.87567051843241e-02 +3.86864867981282e-02 
+6.84969671635745e+00 +7.56035133611116e+22 +1.90600937068211e+24 +1.30555861277078e+04 +0.00000000000000e+00 +0.00000000000000e+00 +8.04091778228554e+21 +2.01982400119616e+23 +5.93073783891036e-02 +3.96658665608002e-02 +3.95382522594024e-02 
+7.04198978544929e+00 +7.77888776068792e+22 +1.91451015611126e+24 +1.34819609634744e+04 +0.00000000000000e+00 +0.00000000000000e+00 +8.60038855236642e+21 +2.08505263775175e+23 +6.06537211286454e-02 +4.06312170027259e-02 +4.04358140857636e-02 
+7.23968114091088e+00 +7.92409852568629e+22 +1.92074491537616e+24 +1.39055807403492e+04 +0.00000000000000e+00 +0.00000000000000e+00 +9.06533132568169e+21 +2.12995601720992e+23 +6.14419535854394e-02 +4.12553403747235e-02 +4.09613023902929e-02 
+7.44292233004376e+00 +8.17253633274748e+22 +1.93036716739668e+24 +1.43675728954000e+04 +0.00000000000000e+00 +0.00000000000000e+00 +9.75680781834156e+21 +2.20446914128110e+23 +6.29230666469863e-02 +4.23366936134181e-02 +4.19487110979909e-02 
+7.65186915457082e+00 +8.44029462532153e+22 +1.94069635393759e+24 +1.48499545690831e+04 +0.00000000000000e+00 +0.00000000000000e+00 +1.05400103013102e+22 +2.28495437196836e+23 +6.44879659870581e-02 +4.34910624127083e-02 +4.29919773247054e-02 
+7.86668179007158e+00 +8.75942980524775e+22 +1.95265230743696e+24 +1.53608943492556e+04 +0.00000000000000e+00 +0.00000000000000e+00 +1.15022364653031e+22 +2.38069689792001e+23 +6.63373376042750e-02 +4.48591373481401e-02 +4.42248917361833e-02 
+8.08752490877045e+00 +9.07515648787485e+22 +1.96464427597815e+24 +1.58891095188466e+04 +0.00000000000000e+00 +0.00000000000000e+00 +1.25347730525101e+22 +2.47585648883882e+23 +6.81016262217286e-02 +4.61923646882923e-02 +4.54010841478191e-02 
+8.31456780577207e+00 +9.41838601127574e+22 +1.97751554425744e+24 +1.64421870796967e+04 +0.00000000000000e+00 +0.00000000000000e+00 +1.37261373199560e+22 +2.57930794511342e+23 +6.99741273486873e-02 +4.76273677778465e-02 +4.66494182324582e-02 
+8.54798452884041e+00 +9.88474212572076e+22 +1.99441903650193e+24 +1.70482630680433e+04 +0.00000000000000e+00 +4.77939135386284e-39 +1.53319869361846e+22 +2.71878782835020e+23 +7.25607349435389e-02 +4.95620125199863e-02 +4.83738232956926e-02 
+8.78795401182132e+00 +1.02984403228048e+23 +2.00938764342519e+24 +1.76584062023426e+04 +0.00000000000000e+00 +1.45322957245763e-38 +1.69736838499026e+22 +2.84315997249356e+23 +7.46958329355752e-02 +5.12516355741597e-02 +4.97972219570502e-02 
+9.03466021181053e+00 +1.07532985359048e+23 +2.02544796736952e+24 +1.82992341618859e+04 +0.00000000000000e+00 +4.27668210216324e-38 +1.89062445944400e+22 +2.97945682732806e+23 +7.69783812734353e-02 +5.30909641182748e-02 +5.13189208489569e-02 
+9.28829225017250e+00 +1.11360433926010e+23 +2.03847178755638e+24 +1.89339217065552e+04 +0.00000000000000e+00 +1.76606252120644e-36 +2.08209314318611e+22 +3.09438647513479e+23 +7.87153747689891e-02 +5.46293721629103e-02 +5.24769165126594e-02 
+9.54904455751808e+00 +1.16857781556161e+23 +2.05675211527643e+24 +1.96400175925442e+04 +0.00000000000000e+00 +5.12094182673216e-36 +2.34944431114747e+22 +3.25740596732620e+23 +8.13259959828843e-02 +5.68166580154244e-02 +5.42173306552562e-02 
+9.81711702275219e+00 +1.22984011684470e+23 +2.07637359091539e+24 +2.03840025249686e+04 +0.00000000000000e+00 +1.43955376498149e-35 +2.66989320194584e+22 +3.43774632663320e+23 +8.41474418388517e-02 +5.92301945192103e-02 +5.60982945592345e-02 
+1.00927151463057e+01 +1.31960105611229e+23 +2.10428756184147e+24 +2.12379749475802e+04 +0.00000000000000e+00 +5.26764262366960e-35 +3.14447263024636e+22 +3.69930225099675e+23 +8.83461776025681e-02 +6.27101105400966e-02 +5.88974517350454e-02 
+1.03760501976691e+01 +1.39867137313792e+23 +2.12730484866629e+24 +2.20730218955063e+04 +0.00000000000000e+00 +1.41326763979541e-34 +3.62819661936089e+22 +3.92733781156864e+23 +9.17499320745117e-02 +6.57485162041922e-02 +6.11666213830078e-02 
+1.06673393773486e+01 +1.46819302976548e+23 +2.14577895528577e+24 +2.28897523448058e+04 +0.00000000000000e+00 +3.49622808061642e-34 +4.11753042190664e+22 +4.12505948398483e+23 +9.44753286900178e-02 +6.84223799543203e-02 +6.29835524600119e-02 
+1.09668059833687e+01 +1.56268814746731e+23 +2.17016416672058e+24 +2.37997693684836e+04 +0.00000000000000e+00 +8.88906338693585e-34 +4.78998180334652e+22 +4.39040111961451e+23 +9.82792398122205e-02 +7.20078310862881e-02 +6.55194932081470e-02 
+1.12746795824495e+01 +1.67585124091441e+23 +2.19811816717204e+24 +2.47830780192259e+04 +0.00000000000000e+00 +2.20912903019986e-33 +5.63436268403093e+22 +4.70422798940012e+23 +1.02769208987853e-01 +7.62402706980242e-02 +6.85128059919023e-02 
+1.15911961859889e+01 +1.83880177875924e+23 +2.23782482042584e+24 +2.59390665234312e+04 +0.00000000000000e+00 +5.73235436182132e-33 +6.85426517672733e+22 +5.15262413858777e+23 +1.09363461794037e-01 +8.21691564940876e-02 +7.29089745293582e-02 
+1.19165984309856e+01 +1.97869695707956e+23 +2.26702898364106e+24 +2.70152740294560e+04 +0.00000000000000e+00 +1.34424133167869e-32 +8.07210144000242e+22 +5.52642532810198e+23 +1.14525516485123e-01 +8.72815024138591e-02 +7.63503443234156e-02 
+1.22511357660412e+01 +2.14233004681714e+23 +2.29910007456255e+24 +2.81665871531813e+04 +0.00000000000000e+00 +3.01294879395436e-32 +9.56769431074386e+22 +5.95587303880662e+23 +1.20481897025713e-01 +9.31812438492813e-02 +8.03212646838086e-02 
+1.25950646425836e+01 +2.34041577129331e+23 +2.33565148149513e+24 +2.94176813919773e+04 +0.00000000000000e+00 +6.73946799548209e-32 +1.14581207075606e+23 +6.46671160602020e+23 +1.27647900172282e-01 +1.00203981194794e-01 +8.50986001148549e-02 
+1.29486487114590e+01 +2.57135004530888e+23 +2.37519942495652e+24 +3.07556229734216e+04 +0.00000000000000e+00 +1.48038131283329e-31 +1.37636502344222e+23 +7.05215615555481e+23 +1.35912822078246e-01 +1.08258280053935e-01 +9.06085480521643e-02 
+1.33121590250431e+01 +2.83446278104815e+23 +2.41732073776300e+24 +3.21797580756355e+04 +0.00000000000000e+00 +3.18671972466836e-31 +1.65103408815687e+23 +7.70669009062347e+23 +1.45219601625891e-01 +1.17256379625948e-01 +9.68130677505937e-02 
+1.36858742450252e+01 +3.18263774536125e+23 +2.47083725016238e+24 +3.38155678856462e+04 +0.00000000000000e+00 +7.11485464769886e-31 +2.02314671766178e+23 +8.56089016551224e+23 +1.57632427618492e-01 +1.28808068809554e-01 +1.05088285078995e-01 
+1.40700808560269e+01 +3.42429131447982e+23 +2.49704196749885e+24 +3.51335823836011e+04 +0.00000000000000e+00 +1.26672015913770e-30 +2.32230037729867e+23 +9.11747049648199e+23 +1.65575609029010e-01 +1.37133911205736e-01 +1.10383739352673e-01 
+1.44650733852165e+01 +3.80669113583397e+23 +2.54425327580760e+24 +3.68028103451343e+04 +0.00000000000000e+00 +2.51629726282000e-30 +2.77731079716939e+23 +1.00097938794915e+24 +1.78790713948931e-01 +1.49619189725742e-01 +1.19193809299288e-01 
+1.48711546280895e+01 +4.31002937783389e+23 +2.60239286544272e+24 +3.87005867050357e+04 +0.00000000000000e+00 +5.24243241485896e-30 +3.39377528905729e+23 +1.11638300032333e+24 +1.96276635050885e-01 +1.65617937055813e-01 +1.30851090033923e-01 
+1.52886358805873e+01 +4.80688281043706e+23 +2.65495348827246e+24 +4.05906171620927e+04 +0.00000000000000e+00 +9.87309198047734e-30 +4.02430795140105e+23 +1.22794702573742e+24 +2.13436187060402e-01 +1.81053371807460e-01 +1.42290791373601e-01 
+1.57178371777316e+01 +5.52768815476014e+23 +2.72617982898973e+24 +4.28496506692768e+04 +0.00000000000000e+00 +2.04296155820523e-29 +4.96413440129605e+23 +1.38661691685371e+24 +2.38616730628885e-01 +2.02763152158183e-01 +1.59077820419257e-01 
+1.61590875389592e+01 +5.94722196651900e+23 +2.75318004985119e+24 +4.44888774360614e+04 +0.00000000000000e+00 +3.27592657845838e-29 +5.57219962036029e+23 +1.47278735115619e+24 +2.52814525797199e-01 +2.16012823674225e-01 +1.68543017198133e-01 
+1.66127252203429e+01 +6.62670164859226e+23 +2.80488350263239e+24 +4.65967589043049e+04 +0.00000000000000e+00 +5.82276693111824e-29 +6.53031637320803e+23 +1.61450475751512e+24 +2.76485744182094e-01 +2.36255860265608e-01 +1.84323829454729e-01 
+1.70790979738943e+01 +7.43521478655032e+23 +2.86287369030015e+24 +4.88953002435205e+04 +0.00000000000000e+00 +1.04286291393976e-28 +7.69038260289719e+23 +1.78070109361879e+24 +3.04885666606181e-01 +2.59711590201900e-01 +2.03257111070787e-01 
+1.75585633141447e+01 +8.45737440752920e+23 +2.92588304639491e+24 +5.13743027199075e+04 +0.00000000000000e+00 +1.93008852682437e-28 +9.21278700740696e+23 +1.98416720940142e+24 +3.41136367828268e-01 +2.89053741158583e-01 +2.27424245218846e-01 
+1.80514887922111e+01 +9.31595615704152e+23 +2.97594688111758e+24 +5.37202717707095e+04 +0.00000000000000e+00 +3.29049024143156e-28 +1.05128046341305e+24 +2.15240426481362e+24 +3.71928219187530e-01 +3.13041748700267e-01 +2.47952146125020e-01 
+1.85582522775552e+01 +1.00875257101427e+24 +3.00416476041563e+24 +5.57520475071344e+04 +0.00000000000000e+00 +5.02198357073179e-28 +1.17609060471271e+24 +2.29475497147198e+24 +3.99717019456516e-01 +3.35784702725397e-01 +2.66478012971011e-01 
+1.90792422476527e+01 +1.10738388923988e+24 +3.04413932644137e+24 +5.80798716447811e+04 +0.00000000000000e+00 +8.08452883310338e-28 +1.33503739058816e+24 +2.47679489906557e+24 +4.35754229623045e-01 +3.63775691743525e-01 +2.90502819748697e-01 
+1.96148580857943e+01 +1.24658949883220e+24 +3.09925140180437e+24 +6.07913764185918e+04 +4.44878338522778e-37 +1.41669950922574e-27 +1.56130046899845e+24 +2.73096429883007e+24 +4.87294960085505e-01 +4.02222774863129e-01 +3.24863306723670e-01 
+2.01655103872475e+01 +1.35432497234198e+24 +3.12787519121363e+24 +6.30751996584322e+04 +1.37231450605217e-36 +2.19397571676068e-27 +1.74457450060195e+24 +2.91799338200252e+24 +5.27884068960886e-01 +4.32985617887296e-01 +3.51922712640591e-01 
+2.07316212740123e+01 +1.45920665055012e+24 +3.14556917604015e+24 +6.52127488488714e+04 +5.22071109637441e-36 +3.22473220215233e-27 +1.92901630146025e+24 +3.09288804736358e+24 +5.67990023287336e-01 +4.63892723029243e-01 +3.78660015524891e-01 
+2.13136247184144e+01 +1.58182402268795e+24 +3.17210040646634e+24 +6.76089576325532e+04 +2.02040436665073e-35 +5.15587631997610e-27 +2.14375756129176e+24 +3.29757132680133e+24 +6.15796701351381e-01 +4.98667702782483e-01 +4.10531134234254e-01 
+2.19119668757815e+01 +1.69399997704539e+24 +3.18252518788561e+24 +6.97353864982896e+04 +5.69160448947220e-35 +7.60782872140942e-27 +2.34839391231542e+24 +3.47519743446458e+24 +6.60323614744865e-01 +5.32281718772771e-01 +4.40215743163243e-01 
+2.25271064264598e+01 +1.80448500034701e+24 +3.18205308721009e+24 +7.16824485502267e+04 +2.51349736328844e-34 +1.03301544836667e-26 +2.55620130787317e+24 +3.64287137424972e+24 +7.04697153883197e-01 +5.67081991057893e-01 +4.69798102588798e-01 
+2.31595149274315e+01 +1.91611536380314e+24 +3.18102650056815e+24 +7.36710307244634e+04 +7.04426461578981e-34 +1.48494619784911e-26 +2.76884885994737e+24 +3.80847050543541e+24 +7.50787438419653e-01 +6.02357560825385e-01 +5.00524958946436e-01 
+2.38096771738036e+01 +1.98662817447077e+24 +3.16842707398249e+24 +7.54392257802621e+04 +1.84329906655808e-33 +1.96946116955740e-26 +2.91150873254364e+24 +3.90307922718625e+24 +7.81291436801732e-01 +6.27007700692861e-01 +5.20860957867821e-01 
+2.44780915704444e+01 +2.09472137473162e+24 +3.15778203895004e+24 +7.72964779089237e+04 +4.91580099903029e-33 +2.76463213600533e-26 +3.12567841535996e+24 +4.05343336872169e+24 +8.27787399653948e-01 +6.63352108820062e-01 +5.51858266435965e-01 
+2.51652705140539e+01 +2.21563662181993e+24 +3.14377436075115e+24 +7.91139322234496e+04 +1.48370404229522e-32 +4.16097243567563e-26 +3.36933788228297e+24 +4.21667908953595e+24 +8.81453495680053e-01 +7.04769607348837e-01 +5.87635663786702e-01 
+2.58717407859592e+01 +2.31591730983802e+24 +3.12140479639391e+24 +8.07561757803530e+04 +3.69627366529903e-32 +5.68357023062914e-26 +3.57920028792717e+24 +4.34327315780526e+24 +9.27275506340105e-01 +7.41947123459780e-01 +6.18183670893403e-01 
+2.65980439559376e+01 +2.43472956434711e+24 +3.09193615716272e+24 +8.22394538171668e+04 +9.30678423030395e-32 +7.74069413756492e-26 +3.83026087079550e+24 +4.49095690078214e+24 +9.82018065583883e-01 +7.87444966710215e-01 +6.54678710389255e-01 
+2.73447367973758e+01 +2.52613422932191e+24 +3.06019577985395e+24 +8.36802481485465e+04 +2.18310389160746e-31 +1.03398247529129e-25 +4.03285068239225e+24 +4.59418921253712e+24 +1.02677507496779e+00 +8.25481247295384e-01 +6.84516716645194e-01 
+2.81123917140846e+01 +2.63172359492150e+24 +3.02444461357244e+24 +8.50243716943019e+04 +5.22358252509822e-31 +1.41324395112246e-25 +4.26849240364484e+24 +4.71276223066623e+24 +1.07947046449702e+00 +8.70151029749867e-01 +7.19646976331350e-01 
+2.89015971790951e+01 +2.71229364031672e+24 +2.98490968471840e+24 +8.62686573237111e+04 +1.15463298774631e-30 +1.84607327788342e-25 +4.45978613308994e+24 +4.79167150087072e+24 +1.12250087130178e+00 +9.08668578551177e-01 +7.48333914201189e-01 
+2.97129581857733e+01 +2.76869245595445e+24 +2.94529672194406e+24 +8.75134783438193e+04 +2.38822026249706e-30 +2.33465179969429e-25 +4.60581491743456e+24 +4.83543329353340e+24 +1.15588791655562e+00 +9.40038548688893e-01 +7.70591944370411e-01 
+3.05470967115997e+01 +2.84141162109331e+24 +2.90143295815930e+24 +8.86303531751150e+04 +5.01837148898696e-30 +2.99623752306654e-25 +4.78975508396132e+24 +4.89810796290959e+24 +1.19822682309148e+00 +9.79313209048239e-01 +7.98817882060987e-01 
+3.14046521949675e+01 +2.90953589491132e+24 +2.85551568711162e+24 +8.96764769910141e+04 +1.02804256637469e-29 +3.81089500990948e-25 +4.96918358125576e+24 +4.95208682884349e+24 +1.24008863264974e+00 +1.01891784662347e+00 +8.26725755099827e-01 
+3.22862820253673e+01 +2.96145026295072e+24 +2.80973337160352e+24 +9.07158440516776e+04 +2.03363938966474e-29 +4.79838938102464e-25 +5.12103561712081e+24 +4.98182123010489e+24 +1.27670774743286e+00 +1.05399689980570e+00 +8.51138498288572e-01 
+3.31926620473319e+01 +3.02152153412692e+24 +2.76086200488509e+24 +9.16403594874699e+04 +3.97249356470890e-29 +6.00194463032094e-25 +5.29388061088962e+24 +5.02189221040116e+24 +1.31823358100655e+00 +1.09441237149145e+00 +8.78822387337701e-01 
+3.41244870785289e+01 +3.06644631970893e+24 +2.71979876666176e+24 +9.28117378691482e+04 +6.73679310132743e-29 +6.94843601475055e-25 +5.42774414112284e+24 +5.04832983663804e+24 +1.35021636802480e+00 +1.12745338269001e+00 +9.00144245349868e-01 
+3.50824714423979e+01 +3.11918961366044e+24 +2.66915910932223e+24 +9.36406982280134e+04 +1.26399938869483e-28 +8.57267319734394e-25 +5.59499519478953e+24 +5.07721825558052e+24 +1.39151841530799e+00 +1.16860385084068e+00 +9.27678943538658e-01 
+3.60673495157403e+01 +3.16803139743269e+24 +2.61782625560079e+24 +9.44180545322353e+04 +2.31989784802639e-28 +1.04941451528917e-24 +5.76008737157514e+24 +5.10090324182526e+24 +1.43292214655170e+00 +1.21017634025740e+00 +9.55281431034467e-01 
+3.70798762916817e+01 +3.23026450052234e+24 +2.55078678407131e+24 +9.45828583998207e+04 +4.87732020709557e-28 +1.40244641219295e-24 +5.98707030904676e+24 +5.13313663935136e+24 +1.49139228810598e+00 +1.26637966006963e+00 +9.94261525403987e-01 
+3.81208279584389e+01 +3.27036915505432e+24 +2.49858944820946e+24 +9.52482984939637e+04 +8.51556435642064e-28 +1.68447832327851e-24 +6.14991716740473e+24 +5.14734106535803e+24 +1.53360971550455e+00 +1.30888616270990e+00 +1.02240647700303e+00 
+3.91910024943340e+01 +3.30308533647455e+24 +2.45371211234636e+24 +9.61634375153437e+04 +1.34375962202499e-27 +1.91042435094914e-24 +6.28516190979684e+24 +5.15703993483599e+24 +1.56824029134417e+00 +1.34615846735010e+00 +1.04549352756278e+00 
+4.02912202795135e+01 +3.33750028063160e+24 +2.40181451656403e+24 +9.67720377574143e+04 +2.26628438145808e-27 +2.26679040329623e-24 +6.44880819288567e+24 +5.16675513056293e+24 +1.61152244768606e+00 +1.38957453109499e+00 +1.07434829845737e+00 
+4.14223247248390e+01 +3.36912329134475e+24 +2.35025303406635e+24 +9.73529443626345e+04 +3.75196118491172e-27 +2.67108639069252e-24 +6.61439071424374e+24 +5.17509512085236e+24 +1.65566744992924e+00 +1.43351513326868e+00 +1.10377829995283e+00 
+4.25851829184341e+01 +3.39704335645256e+24 +2.29712789189387e+24 +9.78236114633376e+04 +6.23293307567444e-27 +3.16736804817823e-24 +6.78803867475788e+24 +5.18051508764409e+24 +1.70279448393858e+00 +1.47882204053161e+00 +1.13519632262572e+00 
+4.37806862903817e+01 +3.42379072536378e+24 +2.24664800699591e+24 +9.83597915991991e+04 +9.95366751617767e-27 +3.68112220184667e-24 +6.96067907869311e+24 +5.18823523019418e+24 +1.74923278038217e+00 +1.52395511655690e+00 +1.16615518692144e+00 
+4.50097512960805e+01 +3.44833796544525e+24 +2.19692341164687e+24 +9.88829763747621e+04 +1.56317541174116e-26 +4.25047593758361e-24 +7.13743743930995e+24 +5.19622485855907e+24 +1.79682985912440e+00 +1.56962138377883e+00 +1.19788657274960e+00 
+4.62733201187869e+01 +3.48420001056291e+24 +2.13590926041026e+24 +9.88356129516451e+04 +2.55302622987536e-26 +5.04144500928315e-24 +7.37532167162137e+24 +5.21785368799077e+24 +1.85940404614943e+00 +1.63124907745083e+00 +1.23960269743295e+00 
+4.75723613918789e+01 +3.50383833380965e+24 +2.08846749145521e+24 +9.93533302586979e+04 +3.87099857835389e-26 +5.73800817930386e-24 +7.56117264734853e+24 +5.22690734892549e+24 +1.90926363427369e+00 +1.67770786385008e+00 +1.27284242284913e+00 
+4.89078709413959e+01 +3.52193384115872e+24 +2.04210936054567e+24 +9.98752210537840e+04 +5.78272428485388e-26 +6.49180619535603e-24 +7.75290354598518e+24 +5.23746849521035e+24 +1.96042961989123e+00 +1.72465486384022e+00 +1.30695307992748e+00 
+5.02808725494248e+01 +3.53902088071724e+24 +1.99248699592570e+24 +1.00183984698526e+05 +8.78867283900215e-26 +7.44500845246329e-24 +7.97458347693747e+24 +5.25141503620456e+24 +2.01968336489240e+00 +1.77618267419258e+00 +1.34645557659493e+00 
+5.16924187389160e+01 +3.55447823238915e+24 +1.94861780682410e+24 +1.00728767632459e+05 +1.27444256925890e-25 +8.31903064780234e-24 +8.18022070659941e+24 +5.26603567319610e+24 +2.07367946750234e+00 +1.82410230469069e+00 +1.38245297833489e+00 
+5.31435915805324e+01 +3.56887044995465e+24 +1.90602227756992e+24 +1.01292869462572e+05 +1.82367743619017e-25 +9.24449960380744e-24 +8.39258815871387e+24 +5.28265020244651e+24 +2.12892509297688e+00 +1.87241801523158e+00 +1.41928339531792e+00 
+5.46355035221488e+01 +3.58427717435238e+24 +1.86619388070973e+24 +1.01960442342529e+05 +2.51309536043170e-25 +1.00421105937940e-23 +8.58837739716987e+24 +5.29780183619538e+24 +2.17889380402365e+00 +1.92063494120410e+00 +1.45259586934910e+00 
+5.61692982416381e+01 +3.59678673958226e+24 +1.82619668316192e+24 +1.02576186144412e+05 +3.51242373337511e-25 +1.10533120325297e-23 +8.81324083938921e+24 +5.31799534798226e+24 +2.23628203618484e+00 +1.96955058167924e+00 +1.49085469078989e+00 
+5.77461515235982e+01 +3.60862168222792e+24 +1.78753881568446e+24 +1.03223487304828e+05 +4.85089881750268e-25 +1.21048366315825e-23 +9.04519910423820e+24 +5.34026882978164e+24 +2.29480326821964e+00 +2.01876549508445e+00 +1.52986884547976e+00 
+5.93672721606912e+01 +3.61061858319867e+24 +1.75902843126054e+24 +1.04428719617038e+05 +6.47483679205158e-25 +1.30522973508462e-23 +9.24695442527087e+24 +5.35810704105339e+24 +2.34608192329139e+00 +2.05262093496196e+00 +1.56405461552759e+00 
+6.10339028802862e+01 +3.62211093879839e+24 +1.72255256912195e+24 +1.05134106209976e+05 +8.75371836605068e-25 +1.41650723798139e-23 +9.49444726915039e+24 +5.38485559032746e+24 +2.40703636300086e+00 +2.10275785118403e+00 +1.60469090866724e+00 
+6.27473212971158e+01 +3.63317312644938e+24 +1.68741619059330e+24 +1.05880845873113e+05 +1.17092267608695e-24 +1.53024923080027e-23 +9.74877825416335e+24 +5.41337004814688e+24 +2.46891292339069e+00 +2.15309841561491e+00 +1.64594194892713e+00 
+6.45088408926769e+01 +3.64474905135562e+24 +1.65483727961036e+24 +1.06751634773655e+05 +1.52636059252652e-24 +1.62753309222358e-23 +9.98197108229338e+24 +5.43766915667491e+24 +2.52468897701890e+00 +2.20248183689323e+00 +1.68312598467926e+00 
+6.63198120221267e+01 +3.65507043927845e+24 +1.62227193676706e+24 +1.07588769895163e+05 +2.00313755303176e-24 +1.74428891045248e-23 +1.02489677666020e+25 +5.46913707369793e+24 +2.58815610099366e+00 +2.25305656618980e+00 +1.72543740066244e+00 
+6.81816229494448e+01 +3.66519815417419e+24 +1.59095770723401e+24 +1.08474078523143e+05 +2.60406038258125e-24 +1.86178142304500e-23 +1.05225172293662e+25 +5.50201643387609e+24 +2.65238457164836e+00 +2.30376843929207e+00 +1.76825638109890e+00 
+7.00957009116562e+01 +3.68232859441656e+24 +1.54181607900320e+24 +1.08074678734591e+05 +3.68296464368638e-24 +2.10901517046104e-23 +1.10112111543151e+25 +5.57233447933245e+24 +2.76705159426993e+00 +2.38830600132100e+00 +1.84470106284662e+00 
